,tweetid,user_screen_name,user_reported_location,user_profile_description,follower_count,following_count,follower-to-following_ratio,account_creation_date,year_of_account_creation,month_of_account_creation,tweet_time,tweet_year,tweet_month,tweet_day,content,links,upper,average_num_of_words,bot_or_not
77,816856773172740096,a95a911dd6ae864c48ed062cdbe75e5c28dbe0cf57c6db3fa9dd53b654ee9845,United States,No more #HappyHolidays shit!!! It's #MerryChristmas!!!!! #BuildTheWall #DrainTheSwamp #MAGA🇺🇸 @realDonaldTrump,2748,265,10.369811320754716,2016-06-15 00:00:00,2016,6,2017-01-05 04:00:00,2017,1,5,".@MeLovesMLE @BryanDawsonUSA If your brain was made of chocolate, it wouldn't fill an M&amp;M.",0,0,5.7857142857142865,1
78,617906018601701376,462022323c7782684e32785dde1e9c880a422868e00ab4a21a88b4f7d85131f7,"New York, USA",Exercise to Burn Fat.,185,3,61.66666666666666,2015-06-25 00:00:00,2015,6,2015-07-06 04:00:00,2015,7,6,http://t.co/JYodEDFJp5 In an effort to lose weight 's not money I'm attempting to give up alcohol until August DryForJuly @sixpackbuilder,0,0,5.9,1
79,850638939551662080,Politweecs,United States,Tweets and politics,36094,20288,1.7790812302839116,2014-05-29 00:00:00,2014,5,2017-04-08 09:18:00,2017,4,8,Krauthammer: Syria strikes represent 'a neck snapping about face' on policy https://t.co/6Z4rmfuYe2,1,0,7.333333333333332,1
80,707074231352184832,Seattle_Post,"Seattle, WA","Be the first to know Seattle's local news. Politics, sport, entertainment, business, features and more that you need to know and share",25263,10975,2.301867881548976,2014-06-15 00:00:00,2014,6,2016-03-08 05:23:00,2016,3,8,Capriati ‘angry and disappointed’ after Sharapova drug test  #sports,0,0,6.5555555555555545,1
81,576124657239113728,ChicagoDailyNew,"Chicago, IL","Local news, sports, business, politics, entertainment, travel and opinion for Chicago and Illinois. DM us 24/7",23595,13665,1.7266739846322725,2014-05-14 00:00:00,2014,5,2015-03-12 20:56:00,2015,3,12,"#breaking Obama, Brown family denounce shooting of officers in Ferguson, as groups try to ease tension",0,0,5.4375,1
82,897162441955659776,Politweecs,United States,Tweets and politics,36094,20288,1.7790812302839116,2014-05-29 00:00:00,2014,5,2017-08-14 18:26:00,2017,8,14,"Trump denounces KKK, neo-Nazis as 'repugnant' as he seeks to quell criticism of his response to Charlottesville https://t.co/Ksx7Y37Gz1",1,1,6.5555555555555545,1
83,604645211172577280,b09522fcd39e2de2d62573fe6043acc6a8bb5f535bdc505ee5e6b66f047d37cf,United States,I can manage everything!,553,955,0.5790575916230366,2013-08-19 00:00:00,2013,8,2015-05-30 13:47:00,2015,5,30,Quitting? Never! #MakeAMovieHillary,0,0,11.0,1
84,589975787941408769,TodayNYCity,"New York, NY","New York City's local news on Twitter. Breaking news, sports, events and international news. Tweet us or DM",66980,10500,6.379047619047619,2014-08-27 00:00:00,2014,8,2015-04-20 02:16:00,2015,4,20,"Cavaliers 113, Celtics 100: LeBron James and Cavaliers Smooth Out Kinks, Then Roll Past the Celtics  #sports",0,0,5.352941176470588,1
85,611471237689151488,0ba7b20ac6f6508ed2189050961f219b62ab06da5ed1aaf089f6a599844ca370,"Washington, DC",Free Talk on Political Topic,13,0,inf,2015-06-12 00:00:00,2015,6,2015-06-18 09:51:00,2015,6,18,I ain't come to make friends I came to make money @_Djweezlove @nickybiersack @covertony @CathyPalato @TharwatJ http://t.co/aaQF2UmkMP,0,2,6.941176470588236,1
86,503794663191744512,9625d6f574881298d3f1f7ca8e91b7cf25cfc20f20df6322495ed3c239dd9d0f,"Montgomery, Ohio",Missing,75,105,0.7142857142857143,2013-12-17 00:00:00,2013,12,2014-08-25 06:43:00,2014,8,25,"I tried to tell you, but you just wouldn't hear me  #love",0,1,3.75,1
87,608734303468441601,e39056f8a6ed87cda6bc22cbfff630425677170a2fdd21aa132e158eec50d19e,"New York, USA","We are a club of people who love New York City. Follow us or visit our website, then you can know everything about NYC.",21,5,4.2,2015-06-06 00:00:00,2015,6,2015-06-10 20:35:00,2015,6,10,Some days I just want to go back to NYC http://t.co/fmRKMsOZkA https://t.co/9lGTZnq0Co,1,2,6.25,1
88,820096704217235457,OnlineCleveland,"City of Cleveland, USA","Breaking news, weather, traffic and more for Cleveland. DM us anytime. RTs not endorsements",19351,8207,2.357865236992811,2014-08-28 00:00:00,2014,8,2017-01-14 02:34:00,2017,1,14,Family fight leads to shooting in Phoenix https://t.co/cE4cUM8w9O https://t.co/NtK7x2RIk7,2,0,9.0,1
89,617925088503992320,462022323c7782684e32785dde1e9c880a422868e00ab4a21a88b4f7d85131f7,"New York, USA",Exercise to Burn Fat.,185,3,61.66666666666666,2015-06-25 00:00:00,2015,6,2015-07-06 05:16:00,2015,7,6,http://t.co/f0F2opkBtl Challenge Your Body to Lose More Body Weight with these easy exercises! weightloss workout @undftdcroe @rawfoodbliss,0,0,7.235294117647059,1
90,628948278348898304,Seattle_Post,"Seattle, WA","Be the first to know Seattle's local news. Politics, sport, entertainment, business, features and more that you need to know and share",25263,10975,2.301867881548976,2014-06-15 00:00:00,2014,6,2015-08-05 15:18:00,2015,8,5,Hot weather affecting Methow River fishery and leads to daily closures http://t.co/lBDqpfM1O3 #entertainment,0,0,7.384615384615384,1
91,892045020630573056,Seattle_Post,"Seattle, WA","Be the first to know Seattle's local news. Politics, sport, entertainment, business, features and more that you need to know and share",25263,10975,2.301867881548976,2014-06-15 00:00:00,2014,6,2017-07-31 15:31:00,2017,7,31,Helicopter rescues 26 stranded by flooding in Arizona canyon https://t.co/KcaR0VMnf3 https://t.co/yNIBY7aHzQ,2,0,8.909090909090908,1
92,706596354747965440,ec3172e48cd93cdff21e9f6f6248979cc7aa1cd8345b1e9957b5c46042c161f6,"Washington, DC","Son of Emirates immigrants, born in NY, Muslim. Avid reader, TV series watcher (LOST 4ever!). Live in Brooklyn, NY.",267,790,0.3379746835443038,2016-01-04 00:00:00,2016,1,2016-03-06 21:44:00,2016,3,6,There are a lot more prank calls using Arnold's voice! https://t.co/KAPbuBmVpn,1,0,6.1818181818181825,1
93,697396047358726147,PigeonToday,United States,"America’s Weakest Primetime Lineup Anywhere! Follow Merica's #1 cable news network, delivering you breaking news, insightful analysis, and must-see memes.",32347,21336,1.5160761154855642,2014-12-09 00:00:00,2014,12,2016-02-10 12:25:00,2016,2,10,@NBCNews not as stunning as 1st place,0,0,4.428571428571429,1
94,612284650166185984,0ba7b20ac6f6508ed2189050961f219b62ab06da5ed1aaf089f6a599844ca370,"Washington, DC",Free Talk on Political Topic,13,0,inf,2015-06-12 00:00:00,2015,6,2015-06-20 15:43:00,2015,6,20,"Obama say something, do something @JohnnySoul @BenDoubleCrossd @Osbourne601 @lost_traveller4 @17Farris @dirtydog1776 http://t.co/B74bm1N0Wi",0,0,10.666666666666666,1
95,674328243386777604,DallasTopNews,"Dallas, Texas","Dallas top news and stories, powered 24/7",24696,7388,3.3427179209528965,2014-07-05 00:00:00,2014,7,2015-12-08 20:42:00,2015,12,8,Addison ticket broker accused of booking bogus Cowboys packages  #Dallas,0,0,6.2,1
96,568713322675056640,578edc3731223ec2a38c8432993c5369aedf4ccc95e7f030af42912197f7a6a7,Liverpool,Missing,59,60,0.9833333333333332,2014-05-30 00:00:00,2014,5,2015-02-20 10:06:00,2015,2,20,"The essence of all beautiful art, all great art, is gratitude. – Friedrich Nietzsche",0,0,5.071428571428571,1
97,801183758246236160,TodayNYCity,"New York, NY","New York City's local news on Twitter. Breaking news, sports, events and international news. Tweet us or DM",66980,10500,6.379047619047619,2014-08-27 00:00:00,2014,8,2016-11-22 22:01:00,2016,11,22,Community Shocked as Neighbor Arrested on Terrorism Charges https://t.co/ZKS13KX1hb https://t.co/nvWmOltLrr,2,0,9.8,1
98,666689240105746432,TodayBostonMA,"Boston, USA","Boston's local news on Twitter. Breaking news, sports, events  and international news. Tweet us or DM",18560,7276,2.5508521165475537,2014-06-08 00:00:00,2014,6,2015-11-17 18:47:00,2015,11,17,Christie: Not even 5-year-old orphan refugees  #politics,0,0,7.0,1
99,962082636570202112,glennbeck,"Dallas, Rockies, NYC",question with boldness - to find the truth - not to prove your point,1211732,362,3347.325966850828,2008-11-18 00:43:47+00:00,2008,11,2018-02-09 21:55:49,2018,2,9,"Where is the decency and at minimum, ‘respect for the office’ that the media launched into every time some one dare… https://t.co/cyPRAbZeUt",1,0,5.409090909090909,0
100,975790530629169152,ariannahuff,New York City,Mother. Sister. HuffPost Founder,2967111,2718,1091.6523178807947,2009-02-26 06:25:41+00:00,2009,2,2018-03-19 17:46:06,2018,3,19,#BrainstormHealth https://t.co/v1CAaSjQNb,1,0,20.0,0
101,1103728285945679874,WSJ,New York City,Breaking news and features from the WSJ,16519657,1126,14671.098579040852,2007-04-01 06:22:13+00:00,2007,4,2019-03-07 18:45:04,2019,3,7,"Can a player be both a genius and a busted flush? That's what Arsenal seems to be wondering about Mesut Özil, one o… https://t.co/wXmghGmP1z",1,0,4.875,0
102,1101215524455960576,dandrezner,Washington DC,Professor at FletcherSchool,122596,996,123.08835341365463,2009-09-20 14:34:27+00:00,2009,9,2019-02-28 20:20:15,2019,2,28,What the hell. https://t.co/Ac0fWFr8eu,1,0,8.75,0
103,1108353529117396994,washingtonpost,Washington DC,"Breaking news, analysis, and opinion. Founded in 1877",13546228,1517,8929.616348055373,2007-03-27 11:19:39+00:00,2007,3,2019-03-20 13:04:08,2019,3,20,"Jay-Z, a speech by Sen. Robert F. Kennedy and ""Schoolhouse Rock!"" among recordings deemed classics by Library of Co… https://t.co/L6PPACDkMG",1,1,6.05,0
104,1060983398347534338,SpeakerPelosi,Washington DC,"Speaker of the House, focused on strengthening America's middle class and creating jobs",2415539,362,6672.759668508287,2008-08-07 15:35:02+00:00,2008,8,2018-11-09 19:52:08,2018,11,9,"Bipartisan, commonsense legislation to prevent gun violence has already been introduced in the House. It’s time tha… https://t.co/p4ZbBUwccO",1,0,6.833333333333332,0
105,1113000736579878912,Reuters,Around the world,"Top and breaking news, pictures, and videos from Reuters",20346016,1083,18786.718374884586,2007-03-20 17:46:05+00:00,2007,3,2019-04-02 08:50:28,2019,4,2,Hungarians let off steam in 'silly walk' parade https://t.co/5ldKL15i75 https://t.co/mSLckUJko7,2,0,8.6,0
106,1103761357697101825,karaswisher,San Francisco,Sparkly vampire,1294151,1694,763.9616292798111,2007-05-04 10:32:22+00:00,2007,5,2019-03-07 20:56:29,2019,3,7,@syun @onepeloton Very low. It is not plugged in,0,0,4.4444444444444455,0
107,1112046106417025024,CNN,Global,It’s our job to go there & tell the most difficult stories,41665561,1109,37570.38863841299,2007-02-09 00:35:02+00:00,2007,2,2019-03-30 17:37:07,2019,3,30,"Forty thousand Palestinians marked the first anniversary of the ""Great March of Return"" with mass rallies on the Is… https://t.co/LEtFo6s6TM",1,0,6.05,0
108,1108742574578302977,CNN,Global,It’s our job to go there & tell the most difficult stories,41665561,1109,37570.38863841299,2007-02-09 00:35:02+00:00,2007,2,2019-03-21 14:50:03,2019,3,21,"Here's a morning fitness routine that's good for your brain, too https://t.co/MvH9v3vk5M https://t.co/KGElSRX0PC",2,0,7.6923076923076925,0
109,1112197955170242560,Reuters,Around the world,"Top and breaking news, pictures, and videos from Reuters",20346016,1083,18786.718374884586,2007-03-20 17:46:05+00:00,2007,3,2019-03-31 03:40:30,2019,3,31,Saudis gained access to Amazon CEO Bezos' phone: Bezos' security chief https://t.co/eD9KdKR1zZ https://t.co/Zg603IcWDa,2,1,8.153846153846152,0
110,1055969667083395072,LouDobbs,New York City,"Lou Dobbs Tonight, Fox Business Network, 7 & 11 pm",1916957,2097,914.1425846447307,2009-03-25 12:39:59+00:00,2009,3,2018-10-26 23:49:22,2018,10,26,#AmericaFirst – @realDonaldTrump: We have seen an effort by media to use sinister actions of one individual to scor… https://t.co/1Ay3UZKnjy,1,0,6.05,0
111,1108414665506414592,nytimes,New York City,Where the conversation begins.,43173753,887,48673.90417136415,2007-03-02 20:41:42+00:00,2007,3,2019-03-20 17:07:04,2019,3,20,"After all, what’s a March Madness bracket without a few upsets?
https://t.co/o0PY4QAwHS",1,0,6.333333333333332,0
112,961749972487213056,glennbeck,"Dallas, Rockies, NYC",question with boldness - to find the truth - not to prove your point,1211732,362,3347.325966850828,2008-11-18 00:43:47+00:00,2008,11,2018-02-08 23:53:56,2018,2,8,Tomorrow I add two new fact checkers to the show.   :) It will be great as long as I don’t ask them who Jesus is. https://t.co/JgWlk6fzy3,1,2,4.230769230769232,0
113,912660815291060224,BonnieGlaser,Washington DC,"Senior Adviser for Asia, Director, China Power Project, CSIS",28314,587,48.2350936967632,2014-10-07 19:55:59+00:00,2014,10,2017-09-26 12:51:09,2017,9,26,@amlivemon Not authoritative in my book.,0,0,5.833333333333332,0
114,1100233107721109504,jaketapper,Washington DC,CNN Anchor of TheLeadCNN and CNNSOTU and Chief Washington Correspondent,2024701,7296,277.508360745614,2008-04-25 17:23:28+00:00,2008,4,2019-02-26 03:16:28,2019,2,26,@OHFScratch @thor_benson Can neither confirm nor deny,0,0,6.7142857142857135,0
115,1059517327815991299,BarackObama,Washington DC,"Dad, husband, President, citizen",105520767,614870,171.61475921739554,2007-03-05 22:08:25+00:00,2007,3,2018-11-05 18:46:30,2018,11,5,"When you vote, you have the power to make it easier for a student to afford college, and harder for a disturbed per… https://t.co/IqykmSWOMo",1,0,4.875,0
116,1060509435519557637,marcorubio,USA,"Follower of Christ, Husband, Father, US Senator for Florida",3855142,2406,1602.3034081463004,2008-08-06 03:07:06+00:00,2008,8,2018-11-08 12:28:47,2018,11,8,"We hyper-focus on politics. So we forget that the biggest impact is made at the community level not government.

Lo… https://t.co/dA88PybvLP",1,0,5.666666666666668,0
117,1014414602329821185,glennbeck,"Dallas, Rockies, NYC",question with boldness - to find the truth - not to prove your point,1211732,362,3347.325966850828,2008-11-18 00:43:47+00:00,2008,11,2018-07-04 07:44:22,2018,7,4,4.  Why will no one in the media actually do this? Why will you not actually hold a private or public forum to real… https://t.co/DOybTZVOzi,1,0,4.6,0
118,953020264769613824,ariannahuff,New York City,Mother. Sister. HuffPost Founder,2967111,2718,1091.6523178807947,2009-02-26 06:25:41+00:00,2009,2,2018-01-15 21:45:12,2018,1,15,"So True — Thomas Oppong on how important that period before we got to bed is, and how to make the most of it: https://t.co/JShD0Md93P",1,0,4.36,0
119,1113605181327978498,TheEconomist,London,News and analysis with a global perspective,23647780,1,23647780.0,2007-05-12 13:04:50+00:00,2007,5,2019-04-04 00:52:19,2019,4,4,A lot more needs to be done if Malta is to have the sort of checks and balances that would ensure that graft was cu… https://t.co/okP90GmQ6o,1,1,4.4230769230769225,0
120,1114152245124325376,Reuters,Around the world,"Top and breaking news, pictures, and videos from Reuters",20346016,1083,18786.718374884586,2007-03-20 17:46:05+00:00,2007,3,2019-04-05 13:06:09,2019,4,5,EXCLUSIVE: Saudi Arabia threatens to ditch dollar oil trades to stop 'NOPEC' - sources https://t.co/ev3ZdFCKOh by… https://t.co/4ACSk6evx0,2,2,7.1764705882352935,0
121,1084972741357375488,LouDobbs,New York City,"Lou Dobbs Tonight, Fox Business Network, 7 & 11 pm",1916957,2097,914.1425846447307,2009-03-25 12:39:59+00:00,2009,3,2019-01-15 00:37:14,2019,1,15,Tonight’s #QuoteOfTheDay is from our great President @realdonaldtrump #MAGA #TrumpTrain #Dobbs https://t.co/xZzi1OFyZI,1,1,8.916666666666666,0
122,1106400887415681024,WSJ,New York City,Breaking news and features from the WSJ,16519657,1126,14671.098579040852,2007-04-01 06:22:13+00:00,2007,4,2019-03-15 03:45:02,2019,3,15,"In one Mexican border city alone, some 50,000 workers have gone on strike in what the lawyer spurring the movement… https://t.co/xhnCArbEzh",1,0,5.666666666666668,0
123,1112553923393380352,STcom,Singapore,Breaking news from the online site of Singapore's most widely read newspaper,1006517,135,7455.681481481482,2009-05-05 06:48:23+00:00,2009,5,2019-04-01 03:15:00,2019,4,1,Arab leaders condemn US move on Golan Heights https://t.co/reaFbRkrta https://t.co/hIB5dj6b0D,2,1,8.4,0
124,1110344633765244929,washingtonpost,Washington DC,"Breaking news, analysis, and opinion. Founded in 1877",13546228,1517,8929.616348055373,2007-03-27 11:19:39+00:00,2007,3,2019-03-26 00:56:04,2019,3,26,It's been just over a year since 17 people were killed in the school shooting. Now Parkland faces even more tragedy… https://t.co/RBVw8F0h20,1,0,5.409090909090909,0
125,1104894742394007555,politico,Washington DC,Nobody knows politics like POLITICO,3789860,1399,2708.977841315225,2007-10-08 00:29:38+00:00,2007,10,2019-03-11 00:00:09,2019,3,11,Democratic presidential candidate Julian Castro is skeptical about how fellow candidate Bernie Sanders has responde… https://t.co/zeQ18Iywrm,1,0,7.8125,0
126,845385382829142016,HillaryClinton,New York City,"2016 Democratic Nominee, SecState, Senator, hair icon",24344679,789,30855.106463878332,2013-04-09 18:04:35+00:00,2013,4,2017-03-24 21:22:36,2017,3,24,"Luisa, who suffered from bone cancer and needed care ASAP - but the hospital wouldn't admit her without proof of insurance.",0,1,4.904761904761905,0
127,912286192896528384,BonnieGlaser,Washington DC,"Senior Adviser for Asia, Director, China Power Project, CSIS",28314,587,48.2350936967632,2014-10-07 19:55:59+00:00,2014,10,2017-09-25 12:02:32,2017,9,25,Researcher on board Chinese Vessel medevaced by U.S. Coast Guard https://t.co/Q6mAGzt7vI,1,1,7.090909090909091,0
128,1075621115739832320,realDonaldTrump,Washington DC,45th President of the United States of America,59545891,45,1323242.0222222223,2009-03-18 13:46:38+00:00,2009,3,2018-12-20 05:17:12,2018,12,20,"“Trump gets no credit for what he’s done in the Middle East.”  @IngrahamAngle  So true, thank you Laura!",0,0,4.722222222222221,0
129,1026874257551355910,tedcruz,"Houston, Texas",Representing the great state of Texas in the US Senate,3312253,6473,511.70291982079414,2009-03-06 03:20:20+00:00,2009,3,2018-08-07 16:54:36,2018,8,7,Thank you to everyone who was able to join us in Seguin last night: https://t.co/kiRhJFSxah #TXSen #CruzCrew… https://t.co/I9i6BJEgDb,2,0,6.4444444444444455,0
130,1112438951724441600,CNN,Global,It’s our job to go there & tell the most difficult stories,41665561,1109,37570.38863841299,2007-02-09 00:35:02+00:00,2007,2,2019-03-31 19:38:08,2019,3,31,"Virginia lieutenant governor again denies sexual assault allegations, says he took polygraphs… https://t.co/pMnsC6PIPr",1,0,8.153846153846152,0
131,1082453115666870272,SarahPalinUSA,Alaska,Former Governor of Alaska and GOP Vice Presidential Nominee,1514079,139,10892.654676258991,2009-08-13 22:56:16+00:00,2009,8,2019-01-08 01:45:08,2019,1,8,5 Things Ocasio-Cortez and Those on the Left Don't Want You To Know About the 'Green New Deal' https://t.co/xoBwRAoSFp,1,0,5.2631578947368425,0
132,1111637702036860928,RudyGiuliani,New York City,Former mayor of New York,277613,113,2456.7522123893805,2016-08-31 00:35:10+00:00,2016,8,2019-03-29 14:34:16,2019,3,29,"If Dems continue to support Schiffer, he will be the poster boy of their party. He sees nothing wrong with supporti… https://t.co/weZ4GsODPg",1,0,5.409090909090909,0
133,954765807040409603,marcorubio,USA,"Follower of Christ, Husband, Father, US Senator for Florida",3855142,2406,1602.3034081463004,2008-08-06 03:07:06+00:00,2008,8,2018-01-20 17:21:21,2018,1,20,Democrat position on #Shutdown untenable. Americans know it’s better to keep govt. open while continuing to negotiate these other issues 6/8,0,0,5.7142857142857135,0
134,1111259988289298433,prchovanec,New York City,"Managing Director, Chief Strategist at Silvercrest Asset Management",44122,1985,22.227707808564233,2009-08-11 07:50:45+00:00,2009,8,2019-03-28 13:33:22,2019,3,28,@SomeBritishDud1 @hankgreen I think you're just throwing arguments at me now. There are many challenges Beijing fac… https://t.co/RFg71FqAjX,1,1,6.833333333333332,0
135,1114742524340527104,washingtonpost,Washington DC,"Breaking news, analysis, and opinion. Founded in 1877",13546228,1517,8929.616348055373,2007-03-27 11:19:39+00:00,2007,3,2019-04-07 04:11:43,2019,4,7,Who is Libyan National Army leader Khalifa Hifter? https://t.co/02gI6DsuGh,1,0,7.333333333333332,0
136,557343191138304000,KarlRove,Washington DC,Former Deputy Chief of Staff to President George W Bush,668974,138208,4.840342093077101,2009-01-09 04:12:46+00:00,2009,1,2015-01-20 01:05:46,2015,1,20,Liberal media already going after potential 2016 GOP candidates? Discussing with @oreillyfactor around 8:20 PM ET.,0,3,6.1875,0
137,557733640109846528,KarlRove,Washington DC,Former Deputy Chief of Staff to President George W Bush,668974,138208,4.840342093077101,2009-01-09 04:12:46+00:00,2009,1,2015-01-21 02:57:16,2015,1,21,All he wants to do is get prisoners out of Gitmo. He's blind to threat to US this represents. #SOTU,0,2,4.0,0
138,1078638249562775552,realDonaldTrump,Washington DC,45th President of the United States of America,59545891,45,1323242.0222222223,2009-03-18 13:46:38+00:00,2009,3,2018-12-28 13:06:13,2018,12,28,".....Honduras, Guatemala and El Salvador are doing nothing for the United States but taking our money. Word is that… https://t.co/hVLB9aVU45",1,0,6.05,0
139,1058911447588261888,tedcruz,"Houston, Texas",Representing the great state of Texas in the US Senate,3312253,6473,511.70291982079414,2009-03-06 03:20:20+00:00,2009,3,2018-11-04 02:38:57,2018,11,4,"Thank you, Corpus Christi! https://t.co/J7SK1hBHDb",1,0,9.2,0
140,792790924615151621,HillaryClinton,New York City,"2016 Democratic Nominee, SecState, Senator, hair icon",24344679,789,30855.106463878332,2013-04-09 18:04:35+00:00,2013,4,2016-10-30 18:11:00,2016,10,30,"""When you’re knocked down, what matters is whether you get up again...I’m not stopping now.” —Hillary",0,0,5.375,0
141,745706754613248000,KarlRove,Washington DC,Former Deputy Chief of Staff to President George W Bush,668974,138208,4.840342093077101,2009-01-09 04:12:46+00:00,2009,1,2016-06-22 19:55:19,2016,6,22,Don't forget to tune in! https://t.co/WZWVw9fUho,1,0,7.166666666666668,0
142,1099733394215325697,prchovanec,New York City,"Managing Director, Chief Strategist at Silvercrest Asset Management",44122,1985,22.227707808564233,2009-08-11 07:50:45+00:00,2009,8,2019-02-24 18:10:47,2019,2,24,"Yeah, she’s being a bit obnoxious here. But you know what? Conservatives used to drive the agenda by doing just wha… https://t.co/M16IZEneWe",1,0,5.409090909090909,0
143,1114034460528275456,STcom,Singapore,Breaking news from the online site of Singapore's most widely read newspaper,1006517,135,7455.681481481482,2009-05-05 06:48:23+00:00,2009,5,2019-04-05 05:18:07,2019,4,5,Man scammed minutes after ignoring advisory on credit-for-sex scams https://t.co/UvTHXSFe61 https://t.co/HLa4hIwx6E,2,0,9.545454545454543,0
144,1108767745234079744,WSJ,New York City,Breaking news and features from the WSJ,16519657,1126,14671.098579040852,2007-04-01 06:22:13+00:00,2007,4,2019-03-21 16:30:05,2019,3,21,Brazil's former president was arrested as part of a long-running corruption probe that has already put another form… https://t.co/vz4vbhbxwE,1,0,6.421052631578947,0
145,531916964273221632,BarackObama,Washington DC,"Dad, husband, President, citizen",105520767,614870,171.61475921739554,2007-03-05 22:08:25+00:00,2007,3,2014-11-10 21:11:01,2014,11,10,Sign this petition if you support an internet that's open and free: http://t.co/sJQ7nbKEIw #NetNeutrality,0,0,6.571428571428571,0
146,1064585381025181696,BillKristol,Washington DC,"Director, Host",460588,3917,117.5869287720194,2014-10-02 18:47:57+00:00,2014,10,2018-11-19 18:25:08,2018,11,19,"The vast majority of veterans don’t want us to “take care of them.” They just want respect for their service, and,… https://t.co/nOe9OVj8sf",1,0,5.363636363636363,0
147,1012741275500638214,AOC,"Bronx and Queens, NYC",Congresswoman for NY-14 (Bronx and Queens),3846203,1457,2639.8098833218937,2010-04-28 22:38:40+00:00,2010,4,2018-06-29 16:55:10,2018,6,29,"“A society that forgives and rehabilitates its people is a society that forgives and transforms itself.”
 
A few mo… https://t.co/WNuVOSk4db",1,2,5.95,0
148,1114043678949928960,STcom,Singapore,Breaking news from the online site of Singapore's most widely read newspaper,1006517,135,7455.681481481482,2009-05-05 06:48:23+00:00,2009,5,2019-04-05 05:54:45,2019,4,5,Young Malaysians' support for Pakatan Harapan govt down by 20 percentage points https://t.co/a9QNXJvCbq https://t.co/whNZjF3gOJ,2,0,8.142857142857142,0
149,1114234624606130177,karaswisher,San Francisco,Sparkly vampire,1294151,1694,763.9616292798111,2007-05-04 10:32:22+00:00,2007,5,2019-04-05 18:33:30,2019,4,5,@dannybrunner @Benioff Dallas,0,0,9.0,0
150,1091557448060755968,jaketapper,Washington DC,CNN Anchor of TheLeadCNN and CNNSOTU and Chief Washington Correspondent,2024701,7296,277.508360745614,2008-04-25 17:23:28+00:00,2008,4,2019-02-02 04:42:30,2019,2,2,The Virginia House Democrats after a call late tonight issued this statement: “We are so deeply saddened by the new… https://t.co/EgPlHqnr8F,1,0,5.7142857142857135,0
151,1097669009330372608,SarahPalinUSA,Alaska,Former Governor of Alaska and GOP Vice Presidential Nominee,1514079,139,10892.654676258991,2009-08-13 22:56:16+00:00,2009,8,2019-02-19 01:27:40,2019,2,19,"Dems PRETEND To Care About ""Gun Safety,"" But Vote AGAINST Illegal Alien Gun Safety Measure https://t.co/zG9VXjzimi",1,2,6.1875,0
152,497515080033251328,KarlRove,Washington DC,Former Deputy Chief of Staff to President George W Bush,668974,138208,4.840342093077101,2009-01-09 04:12:46+00:00,2009,1,2014-08-07 22:50:13,2014,8,7,Joining @gretawire On the Record around 7:20 PM CT tonight.,0,2,5.0,0
153,1107438953412612098,TheEconomist,London,News and analysis with a global perspective,23647780,1,23647780.0,2007-05-12 13:04:50+00:00,2007,5,2019-03-18 00:29:56,2019,3,18,Only in areas where pre-war demographics still persist do electoral maps show strong echoes of the past https://t.co/GEOsDrAJnN,1,0,6.1111111111111125,0
154,1077942865211338754,AOC,"Bronx and Queens, NYC",Congresswoman for NY-14 (Bronx and Queens),3846203,1457,2639.8098833218937,2010-04-28 22:38:40+00:00,2010,4,2018-12-26 15:03:00,2018,12,26,"Thank you @USRepKCastor for deciding to no longer accept fossil fuel contributions!

This is an important move that… https://t.co/qtMVGOf7Kx",1,0,6.36842105263158,0
155,1114923544926924800,Reuters,Around the world,"Top and breaking news, pictures, and videos from Reuters",20346016,1083,18786.718374884586,2007-03-20 17:46:05+00:00,2007,3,2019-04-07 16:11:02,2019,4,7,"China wants to work with EU on trade, premier writes before summit https://t.co/6A3YRaqz3v https://t.co/96B0OC0Lrp",2,1,7.2142857142857135,0
156,774435466863149057,HillaryClinton,New York City,"2016 Democratic Nominee, SecState, Senator, hair icon",24344679,789,30855.106463878332,2013-04-09 18:04:35+00:00,2013,4,2016-09-10 02:32:58,2016,9,10,"""Women are seen through a different lens."" —Hillary to @HumansofNY https://t.co/M9k19V7gd9",1,0,7.272727272727272,0
157,1099372331900784640,jaketapper,Washington DC,CNN Anchor of TheLeadCNN and CNNSOTU and Chief Washington Correspondent,2024701,7296,277.508360745614,2008-04-25 17:23:28+00:00,2008,4,2019-02-23 18:16:03,2019,2,23,Lovely thread https://t.co/0OrNh25kDR,1,0,11.666666666666664,0
158,923217015246073856,SpeakerPelosi,Washington DC,"Speaker of the House, focused on strengthening America's middle class and creating jobs",2415539,362,6672.759668508287,2008-08-07 15:35:02+00:00,2008,8,2017-10-25 15:57:43,2017,10,25,LIVE at 12:30 pm ET: @RepJohnYarmuth &amp; @RepRichardNeal join me to discuss #GOPBudget &amp; #BillionairesFirst tax plan: https://t.co/NyVNQOXWFx,1,2,7.222222222222222,0
159,1038064344292966402,FoxFriendsFirst,New York City,Airs weekdays from 4-6am ET on the Fox News Channel,129230,713,181.24824684431977,2012-02-10 18:30:31+00:00,2012,2,2018-09-07 14:00:00,2018,9,7,"Celebrities pay tribute to the late Hollywood actor, Burt Reynolds | @CarleyShimkus https://t.co/8aBMo0HchV",1,0,7.3076923076923075,0
